product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_id,user_name,review_id,review_title,review_content,img_link,product_link
B0BDYVC5TD,"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",,,,,4.4,"67,259",,,,,"Fake Product,Costly but excellent quality,Storage good but don't know how to Activate warantee??,Good for use,5 stas nahi diya kyuki capacity 477gb hi rahta hai,Speed not as advertise,Good one,It's ok","128GB SD Card is showing 134GBDon't buy this product,It was a bit costly but prouduct is of great quality. Could have been made little bit cheaper cost wise.,All good,Fast and smooth,Ab mujhe computer ki jarurat nahi padti,Speed is fast but not as advertise I get around read speed 70MB/s and write speed 30MB/s,Good one,Product is ok.",,
,"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",,"₹9,499",,,4.2,,,,,"R2RDC6R09NZ0TZ,R16LV4RNJLN09N,R3RKDGFWWFXK6U,R25FVBLAFKIAJU,R34P8ODO8FUBK6,RWO7FXQAVPEXH,R1Y7NG3L23T92Q,R2ESL9C3ALANVE",,,,
B08MC57J31,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹1,499",,,,"15,970",22.5W Ultra Fast Charging|Super light-weight and Pocket sized|Power delivery 3.0|Triple output port|Charging time - 6 hours,,,,"Best power bank on the market.,Small & Handy,Good Quality and functional and practical design,5v out put ravatam ledu 2or3v matrame vasthundi..,Good,Nice,Easy to carry,It is really good",,,https://www.amazon.in/Pocket-10000mAh-Triple-Charging-Delivery/dp/B08MC57J31/ref=sr_1_24?qid=1672895748&s=electronics&sr=1-24
B08HVL8QN3,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,,"₹2,199",,,,Warranty : 6 months domestic warranty|Warranty : 6 months domestic warranty|It can be a gift option|Best-in class specs,,,,"Ok product to buy,Better than any other power banks,👍,Nice product,Performance is OK,Very Slim & easy to carry,Decent product,GOAT","I haven’t used any other battery pack so will not be able to provide the exact expected performance. Simply put it is not 20,000 divide by the battery size of your phone will be the expected cycle times. If I consider this as a measure then I would say that the battery capacity is around 15000 mah,Happy with the product,👍,But it’s very heavy,Day by day battery life is reducing. Remaining parameters are good.,Slim & easy to carry for Travelling & very good looking, I'm very satisfied with this product overall Good, But it takes 4 to 5 hours to charge.,Very heavy. Must be about 1-1.5kg.Very quick charge. Takes ages (almost 8-10hrs) to fully charge. Charged my Samsung m53 twice once full charged.,I recently purchased the MI Power Bank 3i 20000mAh and have been extremely impressed with its performance. I have personally tested it with laboratory equipment and have found that it has a capacity of around 19000mAh, which is very good compared to other power banks on the market.One of the things that I appreciate about the MI Power Bank 3i is that it is able to hold its charge for a long period of time. I have not had to recharge it as frequently as I have had to with other power banks.In terms of durability, the MI Power Bank 3i has held up well over time. The construction is solid and the power bank has not suffered any damage despite being carried around in my bag on a daily basis.Overall, I am extremely satisfied with my purchase of the MI Power Bank 3i 20000mAh and would highly recommend it to others. It is a reliable and high-quality power bank that delivers on its advertised capacity.",,
B0746JGVDS,"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",,₹349,,65%,,,,,,,"Good quality. Does not make sound. A bit less stronger for heavier mobiles.,Good product for those who will not change the mounting position frequently,Good product, value for money.,Useful,Have been using for almost 2 months, not sure ondurability but this looks of good build - going good,Ok,Useful product,Worthy product",,,https://www.amazon.in/Adjustable-Holder-Universal-Windshield-Smartphones/dp/B0746JGVDS/ref=sr_1_26?qid=1672895755&s=electronics&sr=1-26
B08VFF6JQ8,,,,,,,,"Charging Cable Not Included. Compatible With All Standard Usb Type-C Cables Such As Usb-C To Usb-C, Usb-C To Lightning And Etc. For Optimum Results, Please Use With Authentic Samsung Cables Which Can Be Purchased Separately|Enjoy The Flexibility Enabled By Usb-C Compatible Cables. You Can Alternate The Types Of Cables To Charge A Variety Of Mobile Devices That You Own. Just Plug In A Cable ?? There'S No Need To Change The Adapter Plugged Into Your Wall Outlet|Enjoy The Flexibility Of The Usb Type-C; Super Fast Charging To Stay Ready|Give Your Mobile Devices The Powerful And Safe Charging Support They Deserve. This Wall Charger Provides Super Fast Charging With Usb-C Pd 3.0 Pps At Up To Max 25W For Capable Devices. So When You Do Run Low, It'S Not For Long|Included Components: Wall Charger, User Manual; Power Source Type: Corded Electric","AH6ATQVI2YBUXDHJEADXMVOBBT2Q,AHXO4AUAOUTAX3SLS25652BOVQGA,AGFXT5AP3OGXVESL6CATDNFL3U2Q,AGIFAPAG7ZOUZL7QOBEUSHIYQHPQ,AHLDMLQTWAHHYBUVIS2J7LU4U7BA,AH3E4JX5L3FJKASHZNBWYRLK7FWA,AH4BNIVAY3WHHW7YVDRUQZBSUX3Q,AFOETT7EEXRU3TJKS7XWPRW2WMLQ",,"R3GPDNKHUWXBMD,R2UV1Y16L96TQY,RI0NHWUS3HCNY,R2WM2M0Q21KL5U,RNK7Z9UWFZ55N,R1GGNZYCTLDM0X,R3T5NNNE4VO6Z5,R3GNTYXLIFVANT",,,,
,,,,,,,"30,254",,,"Ranjitha Parida,Shubham Pawar,Arul,Lokesh K V,Nandita Talukdar,Sushma Pradhan,Vaibhav S,Amazon Customer",,"Ranjitha,Good one,Best One!!!,Good and average usage,IT'S BEEN GOOD,Good,Noise,Overall good product","Battery life is low,Worth purchase,Good performance at this price range,A economical product to buy for average usage of checking time, heart monitoring, steps track, etc.Battery backup great single charge stands for min 3 days.Recommended only for simple use and show off.,First of all, this watch is budget friendly.watch faces - the app has a large number of watch faces step track - not that accurate but that fine• weather forecast:- 100% accuratesleep - pretty accurate information Overall, the experience is pretty good.But but but, The battery life is not that good only 4 days of battery backup.,Nice product,Good nice,Overall good product to buy",https://m.media-amazon.com/images/I/41qqmdUWnhL._SX300_SY300_QL70_ML2_.jpg,
,,,,"₹7,999",,,,,"AH2OARRWRYKQNYKCWGQKO3NOINQQ,AFIIBGWYNYPKBPVV3YRZPI3PYGBA,AF6HCCU2LSBC7VI7PXDP7BV234VA,AFOFD4PXG6Q4MMOSO5DL3Z6SPH3A,AFJLVCFIQOLK52GX6GEPNDVDXMLQ,AEQQH4MFXL57BHAPR5HEDWJ7IYSA,AHKFAQZRUQBRNNHBMARKC5YBCLBQ,AFU4L7YEY73K63B4VWGPBWQVAYWQ",,"R2VEHBS4GTI9SH,R560D18O1BJM7,RYPXAOQI77XRF,R2T1AP2XBIAQBK,RU2RYKNTJU52I,R3D6UA9AB1KZ5D,R1YFZYNSZI9FAG,RQU8SHDXBG8NZ","Premium looking watch,Excellent Product,The Tracking and touch would be better,Bluetooth connectivity,Very good,The watch is good,Felt Good,Not bad",,,
B09TWHTBKQ,,,,"₹25,999",,4.1,"22,318","Exynos 1280 Octa Core 2.4GHz 5nm Processor with the 12 band support for a True 5G experience|16.72 centimeters (6.6-inch) LCD Display, FHD+ resolution, 1080x2400 pixels protected by Gorilla Glass 5|Versatile Quad camera setup-50MP (F1.8)+ 5MP (F2.2/UW- 123 FOV) + 2MP (F2.4/Depth) + 2MP (F2.4/Macro) QuadCamera| 8MP (F1.8) Front Camera|Massive 6000 mAh Battery | Memory, Storage & SIM: 8GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + SIM 2+ Micro SD|Latest Android v12.0, One UI 4 operating system.|Intelligent Voice Focus | Power Cool Technology | Auto Data Switching|Connector type: 3.5mm jack",,,,,"I would not consider buying an i-phone simply because my friend owns two of them – or blindly go for a new Android model suggested by my son or nephew (both of whom are more tech savvy than me) because their recommendations are obviously based on their own needs and expectations, which may differ from mine. I am an old-fashioned mechanical engineer with a basic understanding of parameters like millimetres, megapixels and megabytes – but I think of a cellphone as a utility item, not a status symbol. Applying a technocratic approach, I would not choose a costlier option unless I get additional features which suit my requirements.My foremost requirement – which is entirely non-negotiable – is that my handset must have provision for two SIM cards, since I do not want to carry two separate handsets for my CUG and personal numbers. My other requirements are not difficult to fulfil: a phonebook with at least 2000 contacts, basic net connectivity, a basic camera for photos and videos and scope for downloading a few apps such as the ubiquitous WhatsApp and my favourite word games (which do not need much memory or processing capacity). I would certainly appreciate practical features like high reliability, software and security updates and high battery capacity (sufficient for 24 hours or preferably 48 hours at my normal level of usage). Besides, I would like to use a new handset for at least two years.Apart from exigencies, I do not intend to use my cellphone for surfing the Internet, videoconferencing or sending e-mails as I prefer using a desktop or laptop for such activities.I am equally clear about what I do not need. I do not intend to use my cellphone for watching movies, reading books, listening to music or creating fancy social media posts. Nor do I want a device for taking high resolution photos during a vacation as I would prefer to use a camera. At the risk of sounding flippant, I would say that I do not want a device to unlock my car or count the strokes in a game of golf – primarily because I do not own a car and I do not play golf!Having used smartphones of Samsung and Motorola makes over the past few years, I vastly prefer the former. My last phone, which gave me over 30 months of good service, was a Samsung M30. Since that model is obsolete now, I focused on its upgraded cousins: M32, M33 and M52. The last was immediately ruled out as it does not support two SIM cards along with an SD card. After studying the relative specifications of M32 and M33, I concluded that the latter offers better value for money. Generally, it is worth going for the higher memory and higher RAM versions as these parameters affect the performance and the difference in cost is relatively small. With these considerations, I narrowed down my choice to M33 with 8GB RAM and 128GB storage (Just twenty years ago, I was using a desktop with 2GB memory!)As a confirmation for my choice, I compared the phone I had selected with OnePlus Nord CE 2 (8GB RAM, 128GB Storage) which my son had recommended. The specification of the Samsung phone was found to be equivalent or superior for the major parameters, except that the display screen technology was TFT instead of AMOLED. I also watched some Youtube videos about these handsets for a better appreciation of their competing features. The clinching factor was that the Samsung phone was priced substantially lower than the OnePlus product.As for body colour, my first choice was Emerald Brown, but I settled for the Mystique Green since the former was not available in my selected configuration. I was thinking this would be irrelevant since I use a case which completely encloses the handset, but it turned out that the body colour can be glimpsed through the cutout for the cameras on the rear of the phone.Despite a strong family resemblance with my old one (M30), the new phone (M33) offers decidedly superior specifications and it meets my requirements perfectly. It is a few millimetres longer and a few grams heavier than my old phone, but these differences are acceptable to me. Thanks to the 50MP front camera and 8MP selfie camera, the quality of photos and videos is above my expectations (see sample pic taken at night at a distance of about 30 metres from the stage).  This phone offers two years of android updates and four years of security patch updates, which reduces the worries on these fronts. Youtube reviewers complain that the M33 has plain looks, it is heavy, its audio does not offer an ‘immersive listening experience’ and its screen is plain old TFT instead of AMOLED. I am willing to live with these perceived shortcomings, so long as the M33 meets my requirements.I was glad to find that Samsung has taken an environmentally friendly step of offering many models of handsets without chargers – because old chargers, like old handsets, add to e-waste. However, it needs to be kept in mind that new handsets require higher capacity chargers. The recommended charger for M33 is 25 watts, but the chargers I had at home are rated at 5 or 10 watts.To cut a long story short, I ordered a 25-watt charger along with the phone to avoid compromising with the charging time. After using the new handset for a couple of weeks, I find that my phone is at 60-70% charge at the end of the day, and it takes 30-40 minutes for complete charging (one of the useful features of M33 is that it shows the time remaining for complete charging as soon as it is plugged in for charging). It turns out that I could have managed with the old 10-watt charger, except that it would have taken 60-90 minutes for full charging.I conclude by emphasizing that Samsung Galaxy M33 5g is the perfect phone – but for my requirements. A word of advice: if you are planning to buy a new phone, it would be helpful if you list out your requirements so that you do not end up paying for features that you do not intend to use.,With 5G connectivity, a 120Hz display and solid performance, the Galaxy M33 5G is Samsung’s best-value smartphone yet under 20K segmentPros Almost half the price of Galaxy A53Exynos 1280 is a solid performerExcellent 120Hz display with smooth experience across the boardHuge performance uplift over M32One UI 4.1 based on android 12 has tons of good features to love, none of the flagship grade features are skipped here (apart from dex mode and spen features), Zero lag or stuttering in 120 hz mode with ease of use and seemless switching of apps without any crash or reloading  of apps, makes using one ui pleasure to surf acrossYou get features like a screen recorder, video call effects, Game Launcher, Link to Windows, Dual Messenger, Quick Share, Music Share, and Secure Folder, along with many others. Some of the fancy Android 12 features, like the ability to change the color palette of icons and menus based on the wallpaper and dim the screen for easier reading in the dark, are also included.Voice focus for calls is excellent feature, phone call quality is really good even in nosiy and crowded areasI had no issues with GPS or connectivity while using Google maps to navigate,  signal stays strong even in rural areas, thats a positive point with good accuracy4g Volte with carrier aggregation works flawlesslyWifi connectivity on the Dual band 5ghz router is strong and performs  more than satisfactorily with low latency responseBluetooth 5.1 connectivity is strong and has good range  no worries of disconnection even as far as 15 metersAudio quality via 3.5 mm jack is excellent compared to Redmi note 10 pro, much more defined and well roundedFor media consumption widewine L1 support is present, Good AV experience on ott platforms, I have no serious complaints about color reproduction in videos considering TFT LCD this panel does a good enough job .Main Camera 50mp is on par and better than Redmi note 10 pro in almost all conditions, retains colors close to reality with good dynamic range and handling of exposure with HDR in photos as well as videos, it is able to handle extremely bright conditions wellEven in shadows during day time it was able to maintain good colorsGood Stable videos at 1080p4k video recording is available at 30 FPS is availableMany cool camera features , boasts AR fun mode, single Take, Object Eraser and Video TNR (Temporal Noise Reduction) which makes it fun to use cameraSelfie camera has good punchy colors, Samsung's way of boosted colour processing some may like it ,some may notExcellent battery life, got 9 hours of SOT despite the heavy usage. It takes around 1.5 hours to go from 0-100, and half an hour of charging can take the battery percentage to around 45% provided you have 25 watt Samsung’s chargerDespite summer time, phone has managed to stay relatively cool, 5nm architecture helping its cause here12 5G BandsDedicated SD card slot is a plus herePD 3.0 25 watt fast charging support reasonable for price segment but we have seen faster charging speeds with other OEMsPromised 2 major android OS updates and 4 years security updates is a huge plus above its competitors, making this device more value for money in long runCons Ultrawide camera is on softer side , lacks details compared to its primary sensor but manages to frame good shots that one can post on social media, macro camera is good with colors and edge detection but lacks depth of field and details , Note 10 pro which is brilliant in this caseNight shots are above average mostly grainy and muddled but better than most smartphones in its segmentLacks some stability in Video recording at 4k Amoled display could have made it unbeatableLacks stereo Speaker, but audio quality on single speaker is quite goodPre-installed bloatwares like Moj, dailyhunt, sharechat, byju's are mild and uninstallable but makes mature one UI experience looks immature out of the boxCurrently device is not tunned for high gaming performance as limited FPS in popular games like BGMI and COD deters it away from being a gamer friendly device, but we  can expect exynos 1280  to resolve over time and be more optimized for more games in future updatesSlightly cheap design , Chunky in size, carries some heft, Dated notch displayLack of charger in the box is a bummer, which adds up to the value cost proposition",,https://www.amazon.in/Samsung-Mystique-Storage-Purchased-Separately/dp/B09TWHTBKQ/ref=sr_1_30?qid=1672895755&s=electronics&sr=1-30
,"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",,,,,,,"Ideal for Android smartphones and tablets, and MIL cameras|Up to 1TB to store even more hours of Full HD video|Up to 120MB/s transfer speeds let you move up to 1000 photos in a minute [32GB-1TB]|Load apps faster with A1-rated performance, Operating Temperature-13°F to 185°F|Class 10 for Full HD video recording and playback","AG44HJB2AMIVHAGQZ2WGWONERKCA,AHL2FABQV6XAHZN547DN662X5RWA,AHJE6QFY5XEOZJJWOIOHHIDFWWFQ,AEDMSJ2CEQZID62NXPKEQLMBG2LQ,AHF7ZBKNBLCLFHGJG5KXKPI7QVCQ,AGD2S7EXXSXHBCJHTXUAV6FLXAZA,AHZRUY7MR4SVM3HFJ2SZDGHZJ56A,AHEHKOZPPOVYL75KDU52PSBYDEFQ",,"R2A7MIUNOW8DOE,R2FXP703540FR1,R37E7QJET0BYE8,R1NOL0GE16P06G,R48EN3ANVWEX9,R17WYXS17TYDER,R2BMYAH01K8EG8,R23IO3LHHG39H",,,,
,"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",,,,28%,,,,,,"R2K5OD0MEEBTDL,RS1N6TNO33BOK,R6KWBGOKI1N9Y,R30SKUMYLSXXDN,R1EOYHZWCRSV7B,R13JBDK4SAAYFT,RJOU5K9ECNW7Y,R2APPRANV6IERZ",,,,
,,,,"₹19,999",91%,4.2,"13,937","Fire-Boltt is India' No 1 Wearable Watch Brand Q122 by IDC Worldwide quarterly wearable device tracker Q122.【Bluetooth Calling Watch】- Fire-Boltt Ninja Call Pro Plus Smart Watch enables you to make and receive calls directly from your watch via the built-in speaker and microphone. This smartwatch features a dial pad, option to access recent calls & sync your phone’s contacts.|【1.83"" HD Display Smartwatch】- The 46.48mm (1.83-inch) HD display makes the display clear and true-to-life, with vivid colours ensuring smooth readability and keeping the watch as exquisite to look at as when you first lay your eyes on it.|【AI Voice Assistant】- With built-in Voice assistant, you can simply speak to the smartwatch & get things done on your command|【100 Sport Modes】- Track every trek you take or every football, cricket kabaddi match you play. With over 100 sports modes Fire-Boltt Ninja Call Pro Plus has you covered.|【Fire-Boltt Health Suite】- With advanced technology and HRS chipset the smartwatch can give out near to accurate SpO2, Heart Rate readings. This mini health device tracks your sleep to ensure glowing and fresh look each day",,"venkatesh kg,Raghuram,YOGESH,Manan Parmar,Nikunj .R. kukadiya,Shivansh Sharma,KAPIL NIMKER,Suriya",,"Worth the money,Good smart watch,the screen does not turn on and off on double tap, for that you have to press the button.,User friendly UI,Best Allrounder Budget SmartWatch Under 2K 🔥,This smart watch is awesome,Nice watch in budget,The step count is not that accurate but the call quality and other things are good",,https://m.media-amazon.com/images/I/41mzbWC6AkL._SX300_SY300_QL70_ML2_.jpg,
,,Electronics|WearableTechnology|SmartWatches,,"₹9,999",,,,,,,,,,https://m.media-amazon.com/images/I/41Mce3f9faL._SX300_SY300_QL70_ML2_.jpg,
B09TWH8YHM,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",,"₹16,999","₹24,999",,4.1,,,"AHJJY3GFDJFTDTX5536IMIXVNCNQ,AEYIVONPYGGVCE7K4Y3PNQPKVHSQ","Atulya Sinha,SujayZ™️☑️","R36UIGIQWYOKT,RISUCL5YV9EZN","THE PERFECT PHONE – FOR MY REQUIREMENTS,Galaxy M33 5G a mixed bag of Affordability","I would not consider buying an i-phone simply because my friend owns two of them – or blindly go for a new Android model suggested by my son or nephew (both of whom are more tech savvy than me) because their recommendations are obviously based on their own needs and expectations, which may differ from mine. I am an old-fashioned mechanical engineer with a basic understanding of parameters like millimetres, megapixels and megabytes – but I think of a cellphone as a utility item, not a status symbol. Applying a technocratic approach, I would not choose a costlier option unless I get additional features which suit my requirements.My foremost requirement – which is entirely non-negotiable – is that my handset must have provision for two SIM cards, since I do not want to carry two separate handsets for my CUG and personal numbers. My other requirements are not difficult to fulfil: a phonebook with at least 2000 contacts, basic net connectivity, a basic camera for photos and videos and scope for downloading a few apps such as the ubiquitous WhatsApp and my favourite word games (which do not need much memory or processing capacity). I would certainly appreciate practical features like high reliability, software and security updates and high battery capacity (sufficient for 24 hours or preferably 48 hours at my normal level of usage). Besides, I would like to use a new handset for at least two years.Apart from exigencies, I do not intend to use my cellphone for surfing the Internet, videoconferencing or sending e-mails as I prefer using a desktop or laptop for such activities.I am equally clear about what I do not need. I do not intend to use my cellphone for watching movies, reading books, listening to music or creating fancy social media posts. Nor do I want a device for taking high resolution photos during a vacation as I would prefer to use a camera. At the risk of sounding flippant, I would say that I do not want a device to unlock my car or count the strokes in a game of golf – primarily because I do not own a car and I do not play golf!Having used smartphones of Samsung and Motorola makes over the past few years, I vastly prefer the former. My last phone, which gave me over 30 months of good service, was a Samsung M30. Since that model is obsolete now, I focused on its upgraded cousins: M32, M33 and M52. The last was immediately ruled out as it does not support two SIM cards along with an SD card. After studying the relative specifications of M32 and M33, I concluded that the latter offers better value for money. Generally, it is worth going for the higher memory and higher RAM versions as these parameters affect the performance and the difference in cost is relatively small. With these considerations, I narrowed down my choice to M33 with 8GB RAM and 128GB storage (Just twenty years ago, I was using a desktop with 2GB memory!)As a confirmation for my choice, I compared the phone I had selected with OnePlus Nord CE 2 (8GB RAM, 128GB Storage) which my son had recommended. The specification of the Samsung phone was found to be equivalent or superior for the major parameters, except that the display screen technology was TFT instead of AMOLED. I also watched some Youtube videos about these handsets for a better appreciation of their competing features. The clinching factor was that the Samsung phone was priced substantially lower than the OnePlus product.As for body colour, my first choice was Emerald Brown, but I settled for the Mystique Green since the former was not available in my selected configuration. I was thinking this would be irrelevant since I use a case which completely encloses the handset, but it turned out that the body colour can be glimpsed through the cutout for the cameras on the rear of the phone.Despite a strong family resemblance with my old one (M30), the new phone (M33) offers decidedly superior specifications and it meets my requirements perfectly. It is a few millimetres longer and a few grams heavier than my old phone, but these differences are acceptable to me. Thanks to the 50MP front camera and 8MP selfie camera, the quality of photos and videos is above my expectations (see sample pic taken at night at a distance of about 30 metres from the stage).  This phone offers two years of android updates and four years of security patch updates, which reduces the worries on these fronts. Youtube reviewers complain that the M33 has plain looks, it is heavy, its audio does not offer an ‘immersive listening experience’ and its screen is plain old TFT instead of AMOLED. I am willing to live with these perceived shortcomings, so long as the M33 meets my requirements.I was glad to find that Samsung has taken an environmentally friendly step of offering many models of handsets without chargers – because old chargers, like old handsets, add to e-waste. However, it needs to be kept in mind that new handsets require higher capacity chargers. The recommended charger for M33 is 25 watts, but the chargers I had at home are rated at 5 or 10 watts.To cut a long story short, I ordered a 25-watt charger along with the phone to avoid compromising with the charging time. After using the new handset for a couple of weeks, I find that my phone is at 60-70% charge at the end of the day, and it takes 30-40 minutes for complete charging (one of the useful features of M33 is that it shows the time remaining for complete charging as soon as it is plugged in for charging). It turns out that I could have managed with the old 10-watt charger, except that it would have taken 60-90 minutes for full charging.I conclude by emphasizing that Samsung Galaxy M33 5g is the perfect phone – but for my requirements. A word of advice: if you are planning to buy a new phone, it would be helpful if you list out your requirements so that you do not end up paying for features that you do not intend to use.,With 5G connectivity, a 120Hz display and solid performance, the Galaxy M33 5G is Samsung’s best-value smartphone yet under 20K segmentPros Almost half the price of Galaxy A53Exynos 1280 is a solid performerExcellent 120Hz display with smooth experience across the boardHuge performance uplift over M32One UI 4.1 based on android 12 has tons of good features to love, none of the flagship grade features are skipped here (apart from dex mode and spen features), Zero lag or stuttering in 120 hz mode with ease of use and seemless switching of apps without any crash or reloading  of apps, makes using one ui pleasure to surf acrossYou get features like a screen recorder, video call effects, Game Launcher, Link to Windows, Dual Messenger, Quick Share, Music Share, and Secure Folder, along with many others. Some of the fancy Android 12 features, like the ability to change the color palette of icons and menus based on the wallpaper and dim the screen for easier reading in the dark, are also included.Voice focus for calls is excellent feature, phone call quality is really good even in nosiy and crowded areasI had no issues with GPS or connectivity while using Google maps to navigate,  signal stays strong even in rural areas, thats a positive point with good accuracy4g Volte with carrier aggregation works flawlesslyWifi connectivity on the Dual band 5ghz router is strong and performs  more than satisfactorily with low latency responseBluetooth 5.1 connectivity is strong and has good range  no worries of disconnection even as far as 15 metersAudio quality via 3.5 mm jack is excellent compared to Redmi note 10 pro, much more defined and well roundedFor media consumption widewine L1 support is present, Good AV experience on ott platforms, I have no serious complaints about color reproduction in videos considering TFT LCD this panel does a good enough job .Main Camera 50mp is on par and better than Redmi note 10 pro in almost all conditions, retains colors close to reality with good dynamic range and handling of exposure with HDR in photos as well as videos, it is able to handle extremely bright conditions wellEven in shadows during day time it was able to maintain good colorsGood Stable videos at 1080p4k video recording is available at 30 FPS is availableMany cool camera features , boasts AR fun mode, single Take, Object Eraser and Video TNR (Temporal Noise Reduction) which makes it fun to use cameraSelfie camera has good punchy colors, Samsung's way of boosted colour processing some may like it ,some may notExcellent battery life, got 9 hours of SOT despite the heavy usage. It takes around 1.5 hours to go from 0-100, and half an hour of charging can take the battery percentage to around 45% provided you have 25 watt Samsung’s chargerDespite summer time, phone has managed to stay relatively cool, 5nm architecture helping its cause here12 5G BandsDedicated SD card slot is a plus herePD 3.0 25 watt fast charging support reasonable for price segment but we have seen faster charging speeds with other OEMsPromised 2 major android OS updates and 4 years security updates is a huge plus above its competitors, making this device more value for money in long runCons Ultrawide camera is on softer side , lacks details compared to its primary sensor but manages to frame good shots that one can post on social media, macro camera is good with colors and edge detection but lacks depth of field and details , Note 10 pro which is brilliant in this caseNight shots are above average mostly grainy and muddled but better than most smartphones in its segmentLacks some stability in Video recording at 4k Amoled display could have made it unbeatableLacks stereo Speaker, but audio quality on single speaker is quite goodPre-installed bloatwares like Moj, dailyhunt, sharechat, byju's are mild and uninstallable but makes mature one UI experience looks immature out of the boxCurrently device is not tunned for high gaming performance as limited FPS in popular games like BGMI and COD deters it away from being a gamer friendly device, but we  can expect exynos 1280  to resolve over time and be more optimized for more games in future updatesSlightly cheap design , Chunky in size, carries some heft, Dated notch displayLack of charger in the box is a bummer, which adds up to the value cost proposition",,
B07WGMMQGP,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,,,21%,,"21,350",,"AF526AFELIHNPVD5FL7SX5YLF35A,AHY3GOQ6D4GPVJOY2WG4P7MH7NGQ,AFUI6TGJ2TLDSR4PDBMD37RSFDEQ,AHRRCKGSRMDGY56SV4ZGXHBT45EQ,AHBFSHWP4NHWBAUP2AUWUTX5MZYQ,AHAF6FEINTAVNBMIRK2RCOT6KZAQ,AHJQMR2KBHVM6PAPM3OXBGYHRPRQ,AFV7ZA733ZLME4KNLZPMPCBUNPPA",,"R2ZQ3KNS6ADZKG,R3OMNNV6IXSOCS,R37Z2W6UYIVLBR,RRI2HSPM9BYXP,R18PVOQF41S4PH,R1WINQHG1SD7FW,R39GPO64XUXZMW,RYLBN0DAJU4SZ",,,,
,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics|WearableTechnology|SmartWatches,"₹1,799",,91%,,,"Fire-Boltt is India' No 1 Wearable Watch Brand Q122 by IDC Worldwide quarterly wearable device tracker Q122.【Bluetooth Calling Watch】- Fire-Boltt Ninja Call Pro Plus Smart Watch enables you to make and receive calls directly from your watch via the built-in speaker and microphone. This smartwatch features a dial pad, option to access recent calls & sync your phone’s contacts.|【1.83"" HD Display Smartwatch】- The 46.48mm (1.83-inch) HD display makes the display clear and true-to-life, with vivid colours ensuring smooth readability and keeping the watch as exquisite to look at as when you first lay your eyes on it.|【AI Voice Assistant】- With built-in Voice assistant, you can simply speak to the smartwatch & get things done on your command|【100 Sport Modes】- Track every trek you take or every football, cricket kabaddi match you play. With over 100 sports modes Fire-Boltt Ninja Call Pro Plus has you covered.|【Fire-Boltt Health Suite】- With advanced technology and HRS chipset the smartwatch can give out near to accurate SpO2, Heart Rate readings. This mini health device tracks your sleep to ensure glowing and fresh look each day","AEC6UDCEAUIBIFHGQDQ4KR67GC4A,AHRKSUOZXKKDERRY3VZBVMMWX37Q,AH4F4OZIOIIBXGLL6IZIJAXSTDXA,AEGBGS574C35NMBICCMQLC5ODEKQ,AGM7ETOYBL3UFKCLZW36JM6POQ6A,AHM4G7MHKTEAZ7KQ6ADSZOTL5BEA,AHHYFEVKBVQB52YMNNKAZT6C75LA,AGZ54F47MOFAEMWXXR76OUBC75SQ",,"R1PKIMKR1E8X8T,R23UV7ZBIEEZD3,RYRHNVDKS5RFY,RS1V5P4B8NSAO,R1H7L32HFCGUIR,R1Y0X6TPG7EJ3V,R3UZD33WNT4AD,R2MLZRSEQB0C49",,,,
