Name,Ticker,Sector,Sub-Sector,Market Cap,PE Ratio,Free Cash Flow,5Y Avg Cash Flow Margin,Total Equity,Total Debt,Operating Cash Flow,Capital Expenditure,Earnings Per Share,Return on Equity,ROCE,Dividend Yield,Debt to Equity,Close Price
Omkar Pharmachem Ltd,OMKARPH,Materials,Commodity Chemicals,30.2544,159.2336842,0.29,-53.62962963,9.23,0.3,0.3,0.01,0.188430375,2.079912425,3.03030303,,0.032502709,30
Castex Technologies Ltd,CASTEXTECH,Consumer Discretionary,Auto Parts,30.248,-0.05428474,-0.57,9.202107121,-1476.92,6456.19,-0.53,0.04,-14.73621649,,47.1824714,,,0.45
Jyotirgamya Enterprises Ltd,JEL,Industrials,Commodities Trading,30.1875,-3018.75,0.01,0,3.11,0,0.01,0,-0.043478261,-0.321027287,-0.322580645,,0,131.25
Neueon Towers Ltd,NTL,Utilities,Power Infrastructure,30.1783338,-0.322108377,-20.7,0,-1446.69,2194.88,-20.7,0,-16.56923553,,8.211434131,,,5.22
Sarthak Industries Ltd,SARTHAKIND,Industrials,Commodities Trading,30.1611828,44.35468059,-2.03,-6.772427186,40.21,1.76,-2.02,0.01,0.731828063,1.72108327,3.883972468,,0.043770206,31.48
Richfield Financial Services Ltd,RFSL,Financials,Investment Banking & Brokerage,30.1058028,46.31661969,-5.46,-58.43828004,8.59,1.22,-5.37,0.09,0.867116134,7.864488808,8.571428571,,0.142025611,40.14
Faalcon Concepts Ltd,FAALCON,Industrials,Construction & Engineering,30.05935812,14.88087036,-4.29,0,6.96,4.17,-3.01,1.28,5.01723744,39.76377953,33.26248672,,0.599137931,44.01
Netlink Solutions (India) Ltd,NETLINK,Information Technology,IT Services & Consulting,30.047193,3.269553101,5.91,-9.720234765,25,0,6.17,0.26,36.33524103,45.04901961,42.48442368,,0,118.35
SOFCOM Systems Ltd,SOFCOM,Information Technology,IT Services & Consulting,30.04065,166.8925,-0.09,0,5.36,0.03,-0.09,0,0.29742234,3.415559772,4.460966543,,0.005597015,69.58
Patspin India Ltd,PATSPINLTD,Consumer Discretionary,Textiles,29.9924,-4.510135338,7.25,6.647171167,-23.86,73.35,7.29,0.04,-2.15,,2.682338758,,,9.7
TCM Ltd,TCMLMTD,Materials,Commodity Chemicals,29.96385314,-15.28768017,1.36,-51.35169615,27.69,0.27,1.95,0.59,-2.621064775,-6.797294954,-4.419191919,,0.009750813,40.98
Ahasolar Technologies Ltd,AHASOLAR,Utilities,Renewable Energy,29.95983936,748.995984,-2.86,-2.720852759,15.72,0,-1.42,1.44,0.149639668,0.406091371,0.371517028,,0,97
Laffans Petrochemicals Ltd,LAFFANSQ,Materials,Commodity Chemicals,29.944,11.51692308,-1.84,-3.59422207,61.62,0.38,-1.79,0.05,3.25,4.310344828,6.112081283,,0.006166829,36.7
Global Capital Markets Ltd,GLOBALCA,Financials,Diversified Financials,29.8722,-1.79E+17,-2.32,-173.6951469,45.9,0.12,-2.32,0,-4.18E-18,-3.51E-16,-3.62E-16,,0.002614379,0.74
Eighty Jewellers Ltd,EIGHTY,Consumer Discretionary,"Precious Metals, Jewellery & Watches",29.83277993,20.43341091,1.45,-1.475475953,25.31,7.33,1.6,0.15,1.431479068,5.939788446,10.45606229,,0.28960885,29.25
Goenka Diamond And Jewels Ltd,GOENKA,Consumer Discretionary,"Precious Metals, Jewellery & Watches",29.798,-10.4554386,0.1,6.053912257,236.18,181.2,0.1,0,-0.089905363,-1.200227412,-0.969230118,,0.767211449,0.94
Annvrridhhi Ventures Ltd,ANVRDHI,Consumer Staples,Agro Products,29.727,-4.703639241,-0.92,-35.92947195,9.61,0,-0.73,0.19,-3.901234568,-31.86286867,-65.7648283,,0,17.69
Ecofinity Atomix Ltd,ARYAVAN,Health Care,Pharmaceuticals,29.7246201,106.1593575,0.14,-61.71067382,3.29,0,0.14,0,0.727272727,8.874801902,8.814589666,,0,42.69
Gem Spinners India Ltd,GEMSPIN,Consumer Discretionary,Textiles,29.70404316,-50.34583586,-0.05,0,-1.58,8.28,-0.05,0,-0.096135061,,-8.792846498,,,4.84
Vinyoflex Ltd,VINYOFL,Materials,Plastic Products,29.589469,8.062525613,6.1,6.538448988,30.22,0.9,6.99,0.89,8.497337347,12.931642,16.30642085,,0.029781602,66.25
Techindia Nirman Ltd,TECHIN,Real Estate,Real Estate,29.51156,-75.67066667,-12.22,0,11.75,80.53,-12.22,0,-0.27222592,-3.263598326,-3.146258503,,6.853617021,20.6
Premier Capital Services Ltd,PREMCAP,Industrials,Business Support Services,29.4634314,-2.357074512,-0.14,0,6.93,0.47,-0.14,0,-3.372825067,-94.87666034,-180.6358382,,0.067821068,7.95
Gajanan Securities Services Ltd,GAJANANSEC,Financials,Investment Banking & Brokerage,29.456592,29.75413333,-1.22,0,114.79,0,0.8,2.02,3.191489362,0.866141732,0.208659364,,0,90.22
Indong Tea Company Ltd,INDONG,Consumer Staples,Tea & Coffee,29.40205408,-21.77929932,-5.79,6.738710661,48.86,10.35,3.41,9.2,-0.899937124,-2.683096492,-0.657076896,,0.211829718,19.1
Mercury Trade Links Ltd,MERCTRD,Financials,Investment Banking & Brokerage,29.2804875,25.91193584,-0.38,-105.6382784,11.45,0,-0.27,0.11,5.248677461,2.12E-15,12.22707424,,0,21.94
Gayatri Highways Ltd,GAYAHWS,Industrials,Construction & Engineering,29.2375318,-0.066280223,311.75,2668.38523,-1466.33,2123.22,311.76,0.01,-18.40669738,,45.17567267,,,1.24
Prakash Woollen & Synthetic Mills Ltd,PWASML,Consumer Discretionary,Textiles,29.23002775,31.0957742,1.83,5.610268155,47.95,52.37,5.47,3.64,0.916201662,1.976658606,6.369597217,,1.092179353,26.8
Samyak International Ltd,SAMYAKINT,Industrials,Commodities Trading,29.2137716,7.708119156,8.68,10.50433205,67.55,3.52,10.19,1.51,6.06671789,5.534058553,6.390765766,,0.052109548,35.88
Amco India Ltd,AMCOIND,Materials,Plastic Products,29.13579,35.53145122,4.22,0.49896021,35.61,9.97,6.73,2.51,1.99513382,2.3292146,5.854800937,,0.279977534,66.15
Orient Tradelink Ltd,ORIENTTR,Communication Services,Movies & TV Serials,29.09258,171.1328235,-0.08,24.61802691,12.57,3.3,-0.08,0,0.142786304,1.362179487,5.464159812,,0.262529833,22.54
Zenith Fibres Ltd,ZENIFIB,Consumer Discretionary,Textiles,28.96967892,21.94672645,0.4,1.632484506,55,0.16,0.99,0.59,3.346855984,2.417803828,3.132656633,1.361423442,0.002909091,73.45
Yash Trading and Finance Ltd,YASTF,Financials,Specialized Finance,28.92,-152.2105263,-0.18,0,-0.91,1.01,-0.18,0,-7.755102041,,20.65217391,,,98.32
Roopshri Resorts Ltd,ROOPSHRI,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",28.87608,64.16906667,0.62,24.44281084,15.12,0.05,0.68,0.06,0.689389982,3.585657371,3.625576796,,0.003306878,40
DECO MICA Ltd,DECOMIC,Industrials,Building Products - Laminates,28.875,12.5,-0.78,0.812543186,25,20.95,0.73,1.51,5.5,9.665271967,20.86021505,,0.838,65.65
Adcon Capital Services Ltd,ADCON,Financials,Investment Banking & Brokerage,28.835106,32.03900667,-1.7,-958.1139513,33,0,-1.7,0,0.027154564,2.855329949,3.163603495,,0,0.83
Yasons Chemex Care Ltd,YCCL,Materials,Specialty Chemicals,28.7628408,23.01027264,-16.24,0,39.14,8.52,-16.22,0.02,0.747030405,4.176411627,7.927291088,,0.217680123,14.25
Jai Mata Glass Ltd,JAIMATAG,Consumer Discretionary,Housewares,28.7,2870,-0.17,-72.25850093,3.09,0.06,-0.17,0,0.001,0.334448161,4.746835443,,0.019417476,2.84
Nidan Laboratories and Healthcare Ltd,NIDAN,Health Care,Hospitals & Diagnostic Centres,28.634,-8.892546584,-15.67,10.29272394,66.21,12.44,-14.93,0.74,-2.316546763,-4.747511979,-0.252737995,,0.187887026,20.5
Future Lifestyle Fashions Ltd,FLFL,Consumer Discretionary,Retail - Apparel,28.60036342,-0.011220669,671.58,14.08796724,-1881.19,2169.18,683.38,11.8,-126.3239545,,543.1530377,,,1.38
East Buildtech Ltd,EASTBUILD,Real Estate,Real Estate,28.57508109,-1.03E+18,0.12,-11.6023166,6.41,0.65,0.12,0,-1.43E-16,-4.33E-16,1.092043682,,0.101404056,143.15
Zodiac-JRD-MKJ Ltd,ZODJRDMKJ,Consumer Discretionary,"Precious Metals, Jewellery & Watches",28.474501,-20.7843073,-8.78,-21.28289125,67.5,0.31,-8.16,0.62,-2.646222633,-2.009239569,-2.980669913,,0.004592593,53.8
PVV Infra Ltd,PVVINFRA,Industrials,Construction & Engineering,28.37420384,9.212403844,-5.75,-24.00444453,51.38,2.75,-1.05,4.7,0.856130528,8.11915118,6.720827179,,0.053522772,4.86
Paos Industries Ltd,PAOS,Consumer Staples,FMCG - Household Products,28.3634292,-94.544764,-0.14,0,-14.31,14.39,-0.14,0,-0.491513205,,-162.5,,,44.15
Kapil Cotex Ltd,KAPILCO,Consumer Discretionary,Textiles,28.332425,18.51792484,-1.34,1568.6,10.84,0,-1.34,0,10.35532995,21.35380321,16.81654676,,0,145
Ventura Textiles Ltd,VENTURA,Consumer Discretionary,Textiles,28.3045355,2.998361811,-7.04,-25.05996201,-8.26,7.23,-7.04,0,4.852649853,,-802.4390244,,,13.84
Kshitij Polyline Ltd,KSHITIJPOL,Industrials,Stationery,28.30215137,17.578976,-18.03,0,20.29,45.82,-8.33,9.7,0.490001353,7.544517338,12.07034373,,2.258255298,3.06
Cochin Malabar Estates and Industries Ltd,COCHMAL,Consumer Staples,Agro Products,28.27079214,56.54158428,1.08,0,-2.93,4.83,1.1,0.02,2.821816934,,-34.12969283,,,167.75
Fone4 Communications(India) Ltd,FONE4,Consumer Discretionary,Retail - Online,28.2689,-4.349061538,-0.25,-4.141177421,7.12,2.59,-0.25,0,-3.812316716,-62.68081003,-75.52019584,,0.363764045,16.58
Inland Printers Ltd,INLANPR,Communication Services,Online Services,28.2288696,-60.06142468,-0.39,0,1.93,1.01,-0.39,0,-0.918783453,-21.65898618,-20.6185567,,0.523316062,54.25
S P Capital Financing Ltd,SPCAPIT,Financials,Diversified Financials,28.2032302,48.62625897,1.12,146.1978166,54.71,25.88,1.12,0,0.9647051,1.502396063,0.920245399,2.131741633,0.473039664,54
Roselabs Finance Ltd,ROSELABS,Financials,Diversified Financials,28.2,-216.9230769,-0.18,0,-4.44,4.57,-0.18,0,-0.13,,-100,,,28
Munoth Financial Services Ltd,MUNOTHFI,Financials,Investment Banking & Brokerage,28.192797,148.3831421,-0.61,-12.75500966,10.75,0.6,-0.6,0.01,0.369988121,1.79414542,1.754385965,,0.055813953,54.9
Sadhna Broadcast Ltd,SADHNA,Communication Services,TV Channels & Broadcasters,28.17458583,82.86642891,0.23,13.16444085,15.02,2.49,0.66,0.43,0.339099927,2.328767123,2.803203661,,0.165778961,2.79
Kaiser Corporation Ltd,KACL,Materials,Packaging,28.04700366,82.49118724,-0.89,-2.899253191,10.96,12.29,-0.83,0.06,0.064612987,3.174603175,20.50816697,,1.121350365,5.3
Transgene Biotek Ltd,TRABI,Health Care,Biotechnology,28.0349,-42.47712121,0,22.67676768,10.71,14,0,0,-0.087105715,-5.97826087,-0.396341463,,1.307189542,3.52
SPP Polymer Ltd,SPPPOLY,Materials,Packaging,28.0119112,28.2948598,3.16,1.876112618,25.33,18.98,4.6,1.44,0.880692028,3.986309644,12.18574386,,0.74930912,17
Popular Estate Management Ltd,POPULARES,Real Estate,Real Estate,28.0004,-41.17705882,-0.38,0,42.78,7.98,-0.38,0,-0.485707347,-1.576994434,-1.339901478,,0.186535764,20
Vikram Aroma Ltd,VIKRAMAR,Materials,Specialty Chemicals,27.93984435,-63.49964625,-0.48,0,22.86,0.05,0.48,0.96,-44000,,-2.828975568,,0.002187227,91.05
Sinnar Bidi Udyog Ltd,SINNAR,Consumer Staples,FMCG - Tobacco,27.924,253.8545455,3.74,20.63810314,4.51,0,3.74,0,2.75,2.491506229,2.713704206,,0,721
Asian Tea & Exports Ltd,ASIANTNE,Consumer Staples,Agro Products,27.92,310.2222222,0.07,3.780335538,60.28,24.12,5.28,5.21,0.045,0.149253731,3.486728444,,0.400132714,13.7
Yuranus Infrastructure Ltd,YURANUS,Financials,Diversified Financials,27.8985,19.24034483,0.93,-105.1259113,3.64,0,0.94,0.01,4.142857143,49.65753425,54.3956044,,0,75.75
Shreevatsaa Finance and Leasing Ltd,SHVFL,Financials,Diversified Financials,27.8457,69.61425,0.17,163.3356007,22.3,0,0.17,0,0.39623576,1.809136137,2.683363148,,0,26.2
Umiya Tubes Ltd,UMIYA,Materials,Iron & Steel,27.83854759,-8.163796948,0.39,0.300610871,11.84,5.47,0.39,0,-3.407728068,-26.37277649,-24.57966373,,0.461993243,28.37
Krishna Ventures Ltd,KRISHNA,Real Estate,Real Estate,27.81,-59.17021277,-0.86,0,11.46,0,0.12,0.98,-0.435185185,-4.018811458,-3.102310231,,0,27.03
DRA Consultants Ltd,DRA,Industrials,Business Support Services,27.78701,11.67521429,0.57,12.52951513,30.13,0,1.83,1.26,2.169553327,8.223911541,10.88615997,,0,24.86
QVC Exports Ltd,QVCEL,Materials,Mining - Manganese,27.74818026,4.578907634,8.31,0,34.08,49.82,10.02,1.71,7.212832844,19.5137659,28.44710362,,1.46185446,25.55
Varyaa Creations Ltd,VARYAA,Consumer Discretionary,"Precious Metals, Jewellery & Watches",27.6862,9.107302632,-3.74,0,3.61,0,-3.72,0.02,8.811594203,144.7619048,111.878453,,0,55.1
Raw Edge Industrial Solutions Ltd,RAWEDGE,Materials,Mining - Diversified,27.610308,-46.7971322,2.07,3.486488154,21.89,23.18,2.64,0.57,-0.586597733,-2.660054103,4.045129334,,1.058931019,26.7
Quadrant Televentures Ltd,QUADRANT,Communication Services,Telecom Services,27.55171206,-0.241745302,25.42,7.198234573,-2498.79,1776.46,36.19,10.77,-1.861463269,,-0.711636392,,,0.45
Kairosoft AI Solutions Ltd,VOLKAI,Financials,Specialized Finance,27.50964178,-6.059392463,2.5,11.74744748,22.74,0.2,2.5,0,-114.7148301,-0.109869987,-19.78213508,,0.008795075,240
Sahara Housingfina Corporation Ltd,SAHARAHOUS,Financials,Home Financing,27.503,19.36830986,10.13,67.46664486,51.72,45.42,10.42,0.29,2.028571429,2.84503632,1.914959333,,0.878190255,39.6
Taparia Tools Ltd,TAPARIA,Industrials,Industrial Machinery,27.48871625,0.27552086,116.37,7.959851286,316.56,0.33,117.44,1.07,65.73005023,33.99608144,41.77705574,220.8724462,0.001042456,18.11
Olympia Industries Ltd,OLYMPTX,Industrials,Business Support Services,27.38314922,35.10660156,-4.07,-0.373428812,51.91,50.34,-3.89,0.18,1.29491315,1.51338766,10.69042316,,0.969755346,42.3
Veejay Lakshmi Engineering Works Ltd,VJLAXMIE,Consumer Discretionary,Textiles,27.3527567,-5.959206253,6.34,-1.488622497,20.09,28.59,7.27,0.93,-9.04986297,-20.83049694,-5.644201,,1.423096068,56.62
Maris Spinners Ltd,MARIS,Consumer Discretionary,Textiles,27.340422,-2.99456977,-2.75,10.79837789,21.33,81.41,4.26,7.01,-11.52085363,-35.35333979,-6.449621972,,3.816690108,34.27
Pan Electronics (India) Ltd,PANELEC,Industrials,Electrical Components & Equipments,27.324,-7.486027397,-3.29,-723.8477481,-22.66,33.52,-2.27,1.02,-9.125,,-29.44111776,,,66.95
A F Enterprises Ltd,AFEL,Financials,Investment Banking & Brokerage,27.31855433,143.7818649,-0.04,0,33.33,6.65,-0.03,0.01,0.095613956,0.571514513,0.316686967,,0.199519952,7.77
Purshottam Investofin Ltd,PURSHOTTAM,Financials,Specialized Finance,27.31470053,3.259510803,10.44,-102.5123581,39.11,44.91,11.06,0.62,13.33635709,25.09733453,13.52059034,,1.148299668,43.47
Prism Finance Ltd,PRISMFN,Financials,Diversified Financials,27.30126,5.301215534,2.36,-239.7612629,23.14,0,2.67,0.31,7.922711259,25.04863813,29.36979786,,0,42
Choksi Imaging Ltd,CHOKSI,Health Care,Health Care Equipment & Supplies,27.3,-60.66666667,0.7,-29.70200115,15.06,0,0.7,0,-1.153846154,-2.943100065,-6.162642948,,0,68.11
Abhishek Finlease Ltd,ABHIFIN,Financials,Consumer Finance,27.28879236,151.604402,0.42,14.35844639,4.42,0.01,0.42,0,0.422148737,4.171494786,5.393258427,,0.002262443,59.16
Sanwaria Consumer Ltd,SANWARIA,Consumer Staples,FMCG - Foods,27.2357,-4.712058824,-0.97,5.60626084,-592.03,899.07,-0.97,0,-0.07852194,,1.124164296,,,0.36
Visagar Polytex Ltd,VIVIDHA,Consumer Discretionary,Textiles,27.22114966,-1.751682732,1.18,-4.91918591,2.8,6.5,1.18,0,-0.530918061,-147.0894463,-155.7713053,,2.321428571,0.94
Blue Chip Tex Industries Ltd,BLUECHIPT,Consumer Discretionary,Textiles,27.212605,52.33193269,3.58,2.498524781,27.76,4.43,3.91,0.33,2.635580335,1.873873874,3.702531646,1.448225923,0.159582133,143.35
B2B Software Technologies Ltd,B2BSOFT,Information Technology,Software Services,27.1998504,14.70262184,1.39,7.662294122,20.02,0,1.49,0.1,1.595776798,9.690937664,11.89296333,,0,24.5
Max Heights Infrastructure Ltd,MAXHEIGHTS,Real Estate,Real Estate,27.06639615,71.22735829,10.51,10.83441461,29.66,70.28,10.51,0,0.243445783,1.34991119,1.380231523,,2.369521241,17.94
Chothani Foods Ltd,CHOTHANI,Consumer Staples,Agro Products,27.0396,193.14,0.33,0.605461966,15.38,0.77,0.33,0,0.180412371,2.075611564,2.77252678,,0.05006502,26.1
Hindustan Fluoro Carbons Ltd,HINFLUR,Materials,Commodity Chemicals,27.0271589,21.97329992,-2.37,-397.0872158,-82.7,123.64,-2.37,0,0.626591951,,-1.487483372,,,13.1
Apex Capital and Finance Ltd,ACFL,Financials,Consumer Finance,26.99509968,5.99891104,33.87,157.5466146,30.76,0,33.87,0,7.6013796,15.78116781,19.53836151,,0,45.6
SVS Ventures Ltd,SVS,Real Estate,Real Estate,26.94321918,299.369102,-3.08,-92.20467092,33.14,0.01,-3.08,0,0.042155319,0.271944402,0.392393601,,0.00030175,12.37
Vilin Bio Med Ltd,VILINBIO,Health Care,Pharmaceuticals,26.9235,179.49,-5.3,-12.33614971,22.84,6.83,-5.3,0,0.125523013,0.894988067,4.321521175,,0.299036778,17.45
Manraj Housing Finance Ltd,MANRAJH,Real Estate,Real Estate,26.91,-244.6363636,-0.1,-399.5566502,-0.61,19.88,-0.1,0,-0.22,,-0.564681725,,,53.82
Veer Energy & Infrastructure Ltd,VEERENRGY,Utilities,Renewable Energy,26.81357952,83.792436,-1.53,-13.11365588,64.01,0,-1.15,0.38,0.213861786,0.501213877,0.443968157,,0,17.05
Sree Jayalakshmi Autospin Ltd,SREEJAYA,Industrials,Commodities Trading,26.7706796,8.339775576,-0.3,-6.646009836,1.37,0,-0.3,0,7.168058595,,234.3065693,,0,60.97
Bangalore Fort Farms Ltd,BFFL,Consumer Staples,Agro Products,26.7614544,76.46129829,0.5,3.084109371,7.7,2.87,1.39,0.89,0.729257824,4.620462046,12.004662,3.586800574,0.372727273,55.76
Sangal Papers Ltd,SANPA,Materials,Paper Products,26.6419588,10.78621814,1.28,2.659948195,41.56,26.5,4.3,3.02,18.89448159,6.121437423,10.61511424,,0.637632339,191.65
TTI Enterprise Ltd,TTIENT,Financials,Diversified Financials,26.62383426,115.7558011,5.44,-13.3600448,26.77,1.34,5.44,0,0.090535419,0.862877509,1.030927835,,0.050056033,10.12
Rajkamal Synthetics Ltd,RAJKSYN,Consumer Discretionary,Textiles,26.579652,166.122825,0.12,0,0.11,0.12,0.12,0,0.246153846,640,121.4285714,,1.090909091,40.26
KK Shah Hospitals Limited,KKSHL,Health Care,Hospitals & Diagnostic Centres,26.5533138,43.53002262,-1.56,0,14.09,0,-0.58,0.98,1.04567688,6.360792492,4.964539007,1.282051282,0,44
Zenith Healthcare Ltd,ZENITHHE,Health Care,Pharmaceuticals,26.547066,126.4146,1.63,3.258287935,7.33,0,1.74,0.11,0.039077765,2.884615385,3.950953678,,0,4.94
Pearl Green Clubs and Resorts Ltd,PGCRL,Consumer Staples,Agro Products,26.50329,662.58225,-5.87,-55.72864308,24.65,0,-5.87,0,0.168954593,0.182773589,0.324543611,0.893285324,0,98
Trimurthi Ltd,TRIMURTHI,Health Care,Health Care Equipment & Supplies,26.47695,2647.695,-0.34,6.872233379,7.35,0,-0.34,0,0.012345679,0.137457045,0.272479564,,0,26.61
Mac Hotels Ltd,MACH,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",26.46,82.6875,1.05,-0.975772819,0.24,2.14,1.2,0.15,1.066666667,400,27.32240437,,8.916666667,88.2
Medicamen Organics Ltd,MEDIORG,Health Care,Pharmaceuticals,26.442,11.0175,-4.04,-3.310547159,15.18,12.66,-3.69,0.35,3.287671233,19.86754967,24.07407407,,0.833992095,21.5
MEP Infrastructure Developers Ltd,MEP,Industrials,Roads,26.41623134,-0.034881662,371.25,48.25765296,-466.64,414.27,378.41,7.16,-40.67,,175.3905581,,,1.41
Trans Freight Containers Ltd,TRANSFRE,Industrials,Industrial Machinery,26.39083776,24.89701675,1.42,19.7395545,38.08,0,1.42,0,1.45559608,2.823654768,2.914150696,,0,36.82
Stanrose Mafatlal Investments and Finance Ltd,STANROS,Financials,Asset Management,26.39063592,-3.542367238,-0.76,849.6978549,47.94,2.49,-0.75,0.01,-18.77558015,-13.97355341,-14.99107674,,0.051939925,63.8
Globesecure Technologies Ltd,GSTL,Information Technology,IT Services & Consulting,26.37962259,26.11843821,1.66,-3.09981729,21.16,9.22,2.07,0.41,1.041566709,4.889857177,10.40100251,,0.435727788,15.75
Greencrest Financial Services Ltd,GREENCREST,Financials,Diversified Financials,26.316576,24.59493084,4.11,47.04455222,53.74,32.34,4.11,0,0.053226046,2.010900207,2.114312268,,0.601786379,0.71
Kabra Drugs Ltd,KABRADG,Health Care,Pharmaceuticals,26.2682978,-35.49769973,-0.21,0,1.08,1.71,-0.21,0,-1.686186939,-422.8571429,-68.51851852,,1.583333333,11.08
PDP Shipping & Projects Ltd,PSPL,Industrials,Logistics,26.26416392,13.46880201,-0.28,0,5.47,0.5,0.81,1.09,18.50375769,43.33333333,47.62773723,,0.091407678,83.9
Narendra Properties Ltd,NARPROP,Real Estate,Real Estate,26.1728712,11.6843175,-0.44,0,37.4,0,-0.19,0.25,3.111111111,6.115206115,8.099438653,2.750940065,0,36.83
Tokyo Finance Ltd,TOKYOFIN,Financials,Consumer Finance,26.1169647,23.96051807,-0.43,131.6686851,11.35,0,-0.43,0,1.598592066,10.09726725,9.955947137,,0,34.03
JHS Svendgaard Retail Ventures Ltd,RETAIL,Consumer Discretionary,Retail - Department Stores,26.1092502,100.4201931,0.31,0,6.43,0.69,0.31,0,0.399717123,4.13354531,8.640226629,,0.107309487,37.69
Ace men engg works Ltd,ACEMEN,Financials,Diversified Financials,26.0274,289.1933333,0.01,-39.74650855,3.87,0,0.01,0,0.290463127,2.352941176,3.875968992,,0,86
Madhusudan Securities Ltd,MADHUSE,Financials,Investment Banking & Brokerage,26.00782153,216.7318461,9.84,0,156.55,0,9.84,0,0.138002621,0.114128109,0.095816033,,0,23.1
Harish Textile Engineers Ltd,HARISH,Industrials,Industrial Machinery,25.994112,-92.83611429,10.75,1.552944336,9.26,36.12,10.88,0.13,-0.839328537,-2.978723404,31.32603406,,3.900647948,75.5
Abirami Financial Services (India) Ltd,ABIRAFN,Financials,Diversified Financials,25.9686,17.90937931,-0.48,-10.47880493,20.61,0,-0.48,0,2.543859649,6.752037253,5.286129971,5.198585985,0,50.46
Heads UP Ventures Limited,HEADSUP,Consumer Discretionary,Textiles,25.94706558,-6.020200829,-1.17,-100.7130685,13.94,0,-1.14,0.03,-1.951762131,-26.86195076,-30.89605735,,0,11.29
Gajanand International Ltd,GAJANAND,Consumer Discretionary,Textiles,25.898906,11.56201161,-9.39,0,17.71,12.07,-9.32,0.07,2.262725,19.31867184,21.83783784,,0.681535855,13.75
Invigorated Business Consulting Ltd,INVIGO,Industrials,Business Support Services,25.8405,-123.05,0.81,601.640567,-179.25,9.63,0.81,0,-0.052274566,,0.533721494,,,6.1
Tarini International Ltd,TARINI,Utilities,Renewable Energy,25.814028,430.2338,-1.8,-27.28671707,26.88,12.32,-1.46,0.34,0.046160948,0.216998192,-4.347826087,,0.458333333,18.87
Family Care Hospitals Ltd,FAMILYCARE,Health Care,Hospitals & Diagnostic Centres,25.71103242,2.050321565,-0.82,-1.56287517,58.37,3.65,-0.37,0.45,2.321587053,24.07602957,14.45742905,,0.062532123,4.47
Dynamic Industries Ltd,DYNAMIND,Materials,Specialty Chemicals,25.6725945,-85.575315,-12.71,6.269278172,46.7,15.05,1.27,13.98,-0.990589401,-0.638501649,-0.086147484,0.589831308,0.322269807,86
Technopack Polymers Ltd,TECHNOPACK,Materials,Packaging,25.65,22.90178571,-8.5,2.637751956,18.22,7.4,0.26,8.76,1.037037037,6.343811951,8.930112166,,0.406147091,22.63
Jay Kailash Namkeen Ltd,JAYKAILASH,Materials,Wood Products,25.64925709,37.17283636,-0.57,0,6.16,8.4,0.48,1.05,2.191636018,14.09601634,10.472103,,1.363636364,52.25
Grand Foundry Ltd,GFSTEELS,Materials,Iron & Steel,25.62206,-44.95098246,-0.54,-497.9856316,-4.96,4.89,-0.54,0,-0.18731515,,4.646464646,,,8.42
MRC Agrotech Ltd,MRCAGRO,Industrials,Commodities Trading,25.60925,28.45472222,0.41,-3.548847477,13.67,1.6,0.41,0,0.863649013,6.810442679,8.632040966,,0.117044623,12.59
Add-Shop E-Retail Ltd,ASRL,Consumer Staples,FMCG - Personal Products,25.59491222,8.074104803,-28.77,-7.429608416,110.03,12.78,-28.66,0.11,1.119628766,2.923005994,6.393146979,,0.116150141,8.86
Retro Green Revolution Ltd,RGRL,Industrials,Agricultural & Farm Machinery,25.572654,53.2763625,0.5,21.56157012,8.8,0.37,0.5,0,0.531090949,5.607476636,5.234460196,,0.042045455,6.79
Adarsh Plant Protect Ltd,ADARSHPL,Industrials,Agricultural & Farm Machinery,25.432909,51.90389592,0.87,3.050862408,1.46,4.51,0.89,0.02,0.494375221,40.32921811,16.74641148,,3.089041096,24.38
Samsrita Labs Ltd,SAMSRITA,Health Care,Biotechnology,25.4117395,-97.7374596,-0.13,0,12.26,2.2,-0.13,0,-0.175572396,-2.098466505,-2.022653722,,0.179445351,16.31
Tejassvi Aaharam Ltd,TEJASSVI,Industrials,Logistics,25.354,-30.18333333,-0.39,0,-1.4,1.31,-0.39,0,-1.2,,30.21582734,,,34.42
Veerhealth Care Ltd,VEERHEALTH,Health Care,Pharmaceuticals,25.31807062,63.29517654,2.07,7.316683918,21.84,0,2.9,0.83,0.200015241,1.84885602,5.088757396,,0,12.69
APT Packaging Ltd,APTPACK,Materials,Plastic Products,25.1856896,-9.954818022,-1.3,3.744384505,-5.02,21.45,-0.5,0.8,-4.191248838,,-12.92418773,,,47.85
Amin Tannery Ltd,AMINTAN,Industrials,Conglomerates,25.15779288,73.99350847,1.15,2.608758413,12.51,28.67,1.76,0.61,0.031489249,2.75974026,15.29850746,,2.291766587,2.3
Rishabh Digha Steel and Allied Products Ltd,RISHDIGA,Materials,Iron & Steel,25.1222256,2.184541357,15.76,10.67641461,18,3.02,15.76,0,20.96092155,93.49593496,80.88888889,,0.167777778,48.06
Sunrest Lifescience Ltd,SUNREST,Health Care,Pharmaceuticals,25.060608,113.9118545,1.14,0,3.11,2.14,1.15,0.01,0.68,98.0861244,15.6555773,,0.688102894,58.4
Polysil Irrigation Systems Ltd,POLYSIL,Utilities,Water Management,25.00710345,12.0807263,-6.32,-1.771606724,24.97,16.7,-6.25,0.07,1.949319574,10.26531118,16.60504202,,0.668802563,22.45
